Login;Datum;Beginn;Ende;Pause_Minuten;Stunden
demo-ma-08;11.06.2026;07:30;17:00;30;
demo-ma-08;12.06.2026;;;;8
demo-ma-08;15.06.2026;07:30;16:30;30;
demo-ma-08;16.06.2026;08:00;17:00;30;
demo-ma-08;17.06.2026;07:30;16:30;30;
demo-ma-08;18.06.2026;;;;8
demo-ma-08;19.06.2026;07:30;17:00;30;
demo-ma-08;22.06.2026;08:00;16:30;30;
demo-ma-08;23.06.2026;07:30;16:30;30;
demo-ma-08;24.06.2026;;;;8
demo-ma-08;25.06.2026;07:30;16:30;30;
demo-ma-08;26.06.2026;08:00;16:30;30;
demo-ma-08;29.06.2026;07:30;17:00;30;
demo-ma-08;30.06.2026;;;;8
demo-ma-08;01.07.2026;07:30;16:30;30;
demo-ma-08;02.07.2026;08:00;17:00;30;
demo-ma-08;03.07.2026;07:30;16:30;30;
demo-ma-08;06.07.2026;;;;8
demo-ma-08;07.07.2026;07:30;17:00;30;
demo-ma-08;08.07.2026;08:00;16:30;30;
demo-ma-08;09.07.2026;07:30;16:30;30;
demo-ma-08;10.07.2026;;;;8
demo-ma-08;13.07.2026;07:30;16:30;30;
demo-ma-08;14.07.2026;08:00;16:30;30;
demo-ma-08;15.07.2026;07:30;17:00;30;
demo-ma-08;16.07.2026;;;;8
demo-ma-08;17.07.2026;07:30;16:30;30;
demo-ma-08;20.07.2026;08:00;17:00;30;
demo-ma-08;21.07.2026;07:30;16:30;30;
demo-ma-08;22.07.2026;;;;8
demo-ma-08;23.07.2026;07:30;17:00;30;
demo-ma-08;24.07.2026;08:00;16:30;30;
demo-ma-08;27.07.2026;07:30;16:30;30;
demo-ma-08;28.07.2026;;;;8
demo-ma-08;29.07.2026;07:30;16:30;30;
demo-ma-08;30.07.2026;08:00;16:30;30;
demo-ma-08;31.07.2026;07:30;17:00;30;
demo-ma-08;03.08.2026;;;;8
demo-ma-08;04.08.2026;07:30;16:30;30;
demo-ma-08;05.08.2026;08:00;17:00;30;
demo-ma-08;06.08.2026;07:30;16:30;30;
demo-ma-08;07.08.2026;;;;8
demo-ma-08;10.08.2026;07:30;17:00;30;
demo-ma-08;11.08.2026;08:00;16:30;30;
demo-ma-08;12.08.2026;07:30;16:30;30;
demo-ma-08;13.08.2026;;;;8
demo-ma-08;14.08.2026;07:30;16:30;30;
demo-ma-08;17.08.2026;08:00;16:30;30;
demo-ma-08;18.08.2026;07:30;17:00;30;
demo-ma-08;19.08.2026;;;;8
demo-ma-08;20.08.2026;07:30;16:30;30;
demo-ma-08;21.08.2026;08:00;17:00;30;
demo-ma-08;24.08.2026;07:30;16:30;30;
demo-ma-08;25.08.2026;;;;8
demo-ma-08;26.08.2026;07:30;17:00;30;
demo-ma-08;27.08.2026;08:00;16:30;30;
demo-ma-08;28.08.2026;07:30;16:30;30;
demo-ma-08;31.08.2026;;;;8
demo-ma-08;01.09.2026;07:30;16:30;30;
demo-ma-08;02.09.2026;08:00;16:30;30;
demo-ma-08;03.09.2026;07:30;17:00;30;
demo-ma-08;04.09.2026;;;;8
demo-ma-08;07.09.2026;07:30;16:30;30;
demo-ma-08;08.09.2026;08:00;17:00;30;
demo-ma-08;09.09.2026;07:30;16:30;30;
demo-ma-08;10.09.2026;;;;8
demo-ma-08;11.09.2026;07:30;17:00;30;
demo-ma-08;14.09.2026;08:00;16:30;30;
demo-ma-08;15.09.2026;07:30;16:30;30;
demo-ma-08;16.09.2026;;;;8
demo-ma-08;17.09.2026;07:30;16:30;30;
demo-ma-08;18.09.2026;08:00;16:30;30;
demo-ma-09;01.06.2026;;;;8
demo-ma-09;02.06.2026;07:30;17:00;30;
demo-ma-09;03.06.2026;08:00;16:30;30;
demo-ma-09;04.06.2026;07:30;16:30;30;
demo-ma-09;05.06.2026;;;;8
demo-ma-09;08.06.2026;07:30;16:30;30;
demo-ma-09;09.06.2026;08:00;16:30;30;
demo-ma-09;10.06.2026;07:30;17:00;30;
demo-ma-09;11.06.2026;;;;8
demo-ma-09;12.06.2026;07:30;16:30;30;
demo-ma-09;15.06.2026;08:00;17:00;30;
demo-ma-09;16.06.2026;07:30;16:30;30;
demo-ma-09;17.06.2026;;;;8
demo-ma-09;18.06.2026;07:30;17:00;30;
demo-ma-09;19.06.2026;08:00;16:30;30;
demo-ma-09;22.06.2026;07:30;16:30;30;
demo-ma-09;23.06.2026;;;;8
demo-ma-09;24.06.2026;07:30;16:30;30;
demo-ma-09;25.06.2026;08:00;16:30;30;
demo-ma-09;26.06.2026;07:30;17:00;30;
demo-ma-09;29.06.2026;;;;8
demo-ma-09;30.06.2026;07:30;16:30;30;
demo-ma-09;01.07.2026;08:00;17:00;30;
demo-ma-09;02.07.2026;07:30;16:30;30;
demo-ma-09;03.07.2026;;;;8
demo-ma-09;06.07.2026;07:30;17:00;30;
demo-ma-09;07.07.2026;08:00;16:30;30;
demo-ma-09;08.07.2026;07:30;16:30;30;
demo-ma-09;09.07.2026;;;;8
demo-ma-09;10.07.2026;07:30;16:30;30;
demo-ma-09;13.07.2026;08:00;16:30;30;
demo-ma-09;14.07.2026;07:30;17:00;30;
demo-ma-09;15.07.2026;;;;8
demo-ma-09;16.07.2026;07:30;16:30;30;
demo-ma-09;17.07.2026;08:00;17:00;30;
demo-ma-09;20.07.2026;07:30;16:30;30;
demo-ma-09;21.07.2026;;;;8
demo-ma-09;22.07.2026;07:30;17:00;30;
demo-ma-09;23.07.2026;08:00;16:30;30;
demo-ma-09;24.07.2026;07:30;16:30;30;
demo-ma-09;27.07.2026;;;;8
demo-ma-09;28.07.2026;07:30;16:30;30;
demo-ma-09;29.07.2026;08:00;16:30;30;
demo-ma-09;30.07.2026;07:30;17:00;30;
demo-ma-09;31.07.2026;;;;8
demo-ma-09;03.08.2026;07:30;16:30;30;
demo-ma-09;04.08.2026;08:00;17:00;30;
demo-ma-09;05.08.2026;07:30;16:30;30;
demo-ma-09;06.08.2026;;;;8
demo-ma-09;07.08.2026;07:30;17:00;30;
demo-ma-09;10.08.2026;08:00;16:30;30;
demo-ma-09;11.08.2026;07:30;16:30;30;
demo-ma-09;12.08.2026;;;;8
demo-ma-09;13.08.2026;07:30;16:30;30;
demo-ma-09;14.08.2026;08:00;16:30;30;
demo-ma-09;17.08.2026;07:30;17:00;30;
demo-ma-09;18.08.2026;;;;8
demo-ma-09;19.08.2026;07:30;16:30;30;
demo-ma-09;20.08.2026;08:00;17:00;30;
demo-ma-09;21.08.2026;07:30;16:30;30;
demo-ma-09;24.08.2026;;;;8
demo-ma-09;25.08.2026;07:30;17:00;30;
demo-ma-09;26.08.2026;08:00;16:30;30;
demo-ma-09;27.08.2026;07:30;16:30;30;
demo-ma-09;28.08.2026;;;;8
demo-ma-09;31.08.2026;07:30;16:30;30;
demo-ma-09;01.09.2026;08:00;16:30;30;
demo-ma-09;02.09.2026;07:30;17:00;30;
demo-ma-09;03.09.2026;;;;8
demo-ma-09;04.09.2026;07:30;16:30;30;
demo-ma-09;07.09.2026;08:00;17:00;30;
demo-ma-09;08.09.2026;07:30;16:30;30;
demo-ma-09;09.09.2026;;;;8
demo-ma-09;10.09.2026;07:30;17:00;30;
demo-ma-09;11.09.2026;08:00;16:30;30;
demo-ma-09;14.09.2026;07:30;16:30;30;
demo-ma-09;15.09.2026;;;;8
demo-ma-09;16.09.2026;07:30;16:30;30;
demo-ma-09;17.09.2026;08:00;16:30;30;
demo-ma-09;18.09.2026;07:30;17:00;30;
demo-ma-10;01.06.2026;07:30;17:00;30;
demo-ma-10;02.06.2026;08:00;16:30;30;
demo-ma-10;03.06.2026;07:30;16:30;30;
demo-ma-10;04.06.2026;;;;8
demo-ma-10;05.06.2026;07:30;16:30;30;
demo-ma-10;08.06.2026;08:00;16:30;30;
demo-ma-10;09.06.2026;07:30;17:00;30;
demo-ma-10;10.06.2026;;;;8
demo-ma-10;11.06.2026;07:30;16:30;30;
demo-ma-10;12.06.2026;08:00;17:00;30;
demo-ma-10;15.06.2026;07:30;16:30;30;
demo-ma-10;16.06.2026;;;;8
demo-ma-10;17.06.2026;07:30;17:00;30;
demo-ma-10;18.06.2026;08:00;16:30;30;
demo-ma-10;19.06.2026;07:30;16:30;30;
demo-ma-10;22.06.2026;;;;8
demo-ma-10;23.06.2026;07:30;16:30;30;
demo-ma-10;24.06.2026;08:00;16:30;30;
demo-ma-10;25.06.2026;07:30;17:00;30;
demo-ma-10;26.06.2026;;;;8
demo-ma-10;29.06.2026;07:30;16:30;30;
demo-ma-10;30.06.2026;08:00;17:00;30;
demo-ma-10;01.07.2026;07:30;16:30;30;
demo-ma-10;02.07.2026;;;;8
demo-ma-10;03.07.2026;07:30;17:00;30;
demo-ma-10;06.07.2026;08:00;16:30;30;
demo-ma-10;07.07.2026;07:30;16:30;30;
demo-ma-10;08.07.2026;;;;8
demo-ma-10;09.07.2026;07:30;16:30;30;
demo-ma-10;10.07.2026;08:00;16:30;30;
demo-ma-10;13.07.2026;07:30;17:00;30;
demo-ma-10;14.07.2026;;;;8
demo-ma-10;15.07.2026;07:30;16:30;30;
demo-ma-10;16.07.2026;08:00;17:00;30;
demo-ma-10;17.07.2026;07:30;16:30;30;
demo-ma-10;20.07.2026;;;;8
demo-ma-10;21.07.2026;07:30;17:00;30;
demo-ma-10;22.07.2026;08:00;16:30;30;
demo-ma-10;23.07.2026;07:30;16:30;30;
demo-ma-10;24.07.2026;;;;8
demo-ma-10;27.07.2026;07:30;16:30;30;
demo-ma-10;28.07.2026;08:00;16:30;30;
demo-ma-10;29.07.2026;07:30;17:00;30;
demo-ma-10;30.07.2026;;;;8
demo-ma-10;31.07.2026;07:30;16:30;30;
demo-ma-10;03.08.2026;08:00;17:00;30;
demo-ma-10;04.08.2026;07:30;16:30;30;
demo-ma-10;05.08.2026;;;;8
demo-ma-10;06.08.2026;07:30;17:00;30;
demo-ma-10;07.08.2026;08:00;16:30;30;
demo-ma-10;10.08.2026;07:30;16:30;30;
demo-ma-10;11.08.2026;;;;8
demo-ma-10;12.08.2026;07:30;16:30;30;
demo-ma-10;13.08.2026;08:00;16:30;30;
demo-ma-10;14.08.2026;07:30;17:00;30;
demo-ma-10;17.08.2026;;;;8
demo-ma-10;18.08.2026;07:30;16:30;30;
demo-ma-10;19.08.2026;08:00;17:00;30;
demo-ma-10;20.08.2026;07:30;16:30;30;
demo-ma-10;21.08.2026;;;;8
demo-ma-10;24.08.2026;07:30;17:00;30;
demo-ma-10;25.08.2026;08:00;16:30;30;
demo-ma-10;26.08.2026;07:30;16:30;30;
demo-ma-10;27.08.2026;;;;8
demo-ma-10;28.08.2026;07:30;16:30;30;
demo-ma-10;31.08.2026;08:00;16:30;30;
demo-ma-10;01.09.2026;07:30;17:00;30;
demo-ma-10;02.09.2026;;;;8
demo-ma-10;03.09.2026;07:30;16:30;30;
demo-ma-10;04.09.2026;08:00;17:00;30;
demo-ma-10;07.09.2026;07:30;16:30;30;
demo-ma-10;08.09.2026;;;;8
demo-ma-10;09.09.2026;07:30;17:00;30;
demo-ma-10;10.09.2026;08:00;16:30;30;
demo-ma-10;11.09.2026;07:30;16:30;30;
demo-ma-10;14.09.2026;;;;8
demo-ma-10;15.09.2026;07:30;16:30;30;
demo-ma-10;16.09.2026;08:00;16:30;30;
demo-ma-10;17.09.2026;07:30;17:00;30;
demo-ma-10;18.09.2026;;;;8
demo-ma-11;01.06.2026;08:00;16:30;30;
demo-ma-11;02.06.2026;07:30;16:30;30;
demo-ma-11;03.06.2026;;;;8
demo-ma-11;04.06.2026;07:30;16:30;30;
demo-ma-11;05.06.2026;08:00;16:30;30;
demo-ma-11;08.06.2026;07:30;17:00;30;
demo-ma-11;09.06.2026;;;;8
demo-ma-11;10.06.2026;07:30;16:30;30;
demo-ma-11;11.06.2026;08:00;17:00;30;
demo-ma-11;12.06.2026;07:30;16:30;30;
demo-ma-11;15.06.2026;;;;8
demo-ma-11;16.06.2026;07:30;17:00;30;
demo-ma-11;17.06.2026;08:00;16:30;30;
demo-ma-11;18.06.2026;07:30;16:30;30;
demo-ma-11;19.06.2026;;;;8
demo-ma-11;22.06.2026;07:30;16:30;30;
demo-ma-11;23.06.2026;08:00;16:30;30;
demo-ma-11;24.06.2026;07:30;17:00;30;
demo-ma-11;25.06.2026;;;;8
demo-ma-11;26.06.2026;07:30;16:30;30;
demo-ma-11;29.06.2026;08:00;17:00;30;
demo-ma-11;30.06.2026;07:30;16:30;30;
demo-ma-11;01.07.2026;;;;8
demo-ma-11;02.07.2026;07:30;17:00;30;
demo-ma-11;03.07.2026;08:00;16:30;30;
demo-ma-11;06.07.2026;07:30;16:30;30;
demo-ma-11;07.07.2026;;;;8
demo-ma-11;08.07.2026;07:30;16:30;30;
demo-ma-11;09.07.2026;08:00;16:30;30;
demo-ma-11;10.07.2026;07:30;17:00;30;
demo-ma-11;13.07.2026;;;;8
demo-ma-11;14.07.2026;07:30;16:30;30;
demo-ma-11;15.07.2026;08:00;17:00;30;
demo-ma-11;16.07.2026;07:30;16:30;30;
demo-ma-11;17.07.2026;;;;8
demo-ma-11;20.07.2026;07:30;17:00;30;
demo-ma-11;21.07.2026;08:00;16:30;30;
demo-ma-11;22.07.2026;07:30;16:30;30;
demo-ma-11;23.07.2026;;;;8
demo-ma-11;24.07.2026;07:30;16:30;30;
demo-ma-11;27.07.2026;08:00;16:30;30;
demo-ma-11;28.07.2026;07:30;17:00;30;
demo-ma-11;29.07.2026;;;;8
demo-ma-11;30.07.2026;07:30;16:30;30;
demo-ma-11;31.07.2026;08:00;17:00;30;
demo-ma-11;03.08.2026;07:30;16:30;30;
demo-ma-11;04.08.2026;;;;8
demo-ma-11;05.08.2026;07:30;17:00;30;
demo-ma-11;06.08.2026;08:00;16:30;30;
demo-ma-11;07.08.2026;07:30;16:30;30;
demo-ma-11;10.08.2026;;;;8
demo-ma-11;11.08.2026;07:30;16:30;30;
demo-ma-11;12.08.2026;08:00;16:30;30;
demo-ma-11;13.08.2026;07:30;17:00;30;
demo-ma-11;14.08.2026;;;;8
demo-ma-11;17.08.2026;07:30;16:30;30;
demo-ma-11;18.08.2026;08:00;17:00;30;
demo-ma-11;19.08.2026;07:30;16:30;30;
demo-ma-11;20.08.2026;;;;8
demo-ma-11;21.08.2026;07:30;17:00;30;
demo-ma-11;24.08.2026;08:00;16:30;30;
demo-ma-11;25.08.2026;07:30;16:30;30;
demo-ma-11;26.08.2026;;;;8
demo-ma-11;27.08.2026;07:30;16:30;30;
demo-ma-11;28.08.2026;08:00;16:30;30;
demo-ma-11;31.08.2026;07:30;17:00;30;
demo-ma-11;01.09.2026;;;;8
demo-ma-11;02.09.2026;07:30;16:30;30;
demo-ma-11;03.09.2026;08:00;17:00;30;
demo-ma-11;04.09.2026;07:30;16:30;30;
demo-ma-11;07.09.2026;;;;8
demo-ma-11;08.09.2026;07:30;17:00;30;
demo-ma-11;09.09.2026;08:00;16:30;30;
demo-ma-11;10.09.2026;07:30;16:30;30;
demo-ma-11;11.09.2026;;;;8
demo-ma-11;14.09.2026;07:30;16:30;30;
demo-ma-11;15.09.2026;08:00;16:30;30;
demo-ma-11;16.09.2026;07:30;17:00;30;
demo-ma-11;17.09.2026;;;;8
demo-ma-11;18.09.2026;07:30;16:30;30;
demo-ma-12;01.06.2026;07:30;16:30;30;
demo-ma-12;02.06.2026;;;;8
demo-ma-12;03.06.2026;07:30;16:30;30;
demo-ma-12;04.06.2026;08:00;16:30;30;
demo-ma-12;05.06.2026;07:30;17:00;30;
demo-ma-12;08.06.2026;;;;8
demo-ma-12;09.06.2026;07:30;16:30;30;
demo-ma-12;10.06.2026;08:00;17:00;30;
demo-ma-12;11.06.2026;07:30;16:30;30;
demo-ma-12;12.06.2026;;;;8
demo-ma-12;15.06.2026;07:30;17:00;30;
demo-ma-12;16.06.2026;08:00;16:30;30;
demo-ma-12;17.06.2026;07:30;16:30;30;
demo-ma-12;18.06.2026;;;;8
demo-ma-12;19.06.2026;07:30;16:30;30;
demo-ma-12;22.06.2026;08:00;16:30;30;
demo-ma-12;23.06.2026;07:30;17:00;30;
demo-ma-12;24.06.2026;;;;8
demo-ma-12;25.06.2026;07:30;16:30;30;
demo-ma-12;26.06.2026;08:00;17:00;30;
demo-ma-12;29.06.2026;07:30;16:30;30;
demo-ma-12;30.06.2026;;;;8
demo-ma-12;01.07.2026;07:30;17:00;30;
demo-ma-12;02.07.2026;08:00;16:30;30;
demo-ma-12;03.07.2026;07:30;16:30;30;
demo-ma-12;06.07.2026;;;;8
demo-ma-12;07.07.2026;07:30;16:30;30;
demo-ma-12;08.07.2026;08:00;16:30;30;
demo-ma-12;09.07.2026;07:30;17:00;30;
demo-ma-12;10.07.2026;;;;8
demo-ma-12;13.07.2026;07:30;16:30;30;
demo-ma-12;14.07.2026;08:00;17:00;30;
demo-ma-12;15.07.2026;07:30;16:30;30;
demo-ma-12;16.07.2026;;;;8
demo-ma-12;17.07.2026;07:30;17:00;30;
demo-ma-12;20.07.2026;08:00;16:30;30;
demo-ma-12;21.07.2026;07:30;16:30;30;
demo-ma-12;22.07.2026;;;;8
demo-ma-12;23.07.2026;07:30;16:30;30;
demo-ma-12;24.07.2026;08:00;16:30;30;
demo-ma-12;27.07.2026;07:30;17:00;30;
demo-ma-12;28.07.2026;;;;8
demo-ma-12;29.07.2026;07:30;16:30;30;
demo-ma-12;30.07.2026;08:00;17:00;30;
demo-ma-12;31.07.2026;07:30;16:30;30;
demo-ma-12;03.08.2026;;;;8
demo-ma-12;04.08.2026;07:30;17:00;30;
demo-ma-12;05.08.2026;08:00;16:30;30;
demo-ma-12;06.08.2026;07:30;16:30;30;
demo-ma-12;07.08.2026;;;;8
demo-ma-12;10.08.2026;07:30;16:30;30;
demo-ma-12;11.08.2026;08:00;16:30;30;
demo-ma-12;12.08.2026;07:30;17:00;30;
demo-ma-12;13.08.2026;;;;8
demo-ma-12;14.08.2026;07:30;16:30;30;
demo-ma-12;17.08.2026;08:00;17:00;30;
demo-ma-12;18.08.2026;07:30;16:30;30;
demo-ma-12;19.08.2026;;;;8
demo-ma-12;20.08.2026;07:30;17:00;30;
demo-ma-12;21.08.2026;08:00;16:30;30;
demo-ma-12;24.08.2026;07:30;16:30;30;
demo-ma-12;25.08.2026;;;;8
demo-ma-12;26.08.2026;07:30;16:30;30;
demo-ma-12;27.08.2026;08:00;16:30;30;
demo-ma-12;28.08.2026;07:30;17:00;30;
demo-ma-12;31.08.2026;;;;8
demo-ma-12;01.09.2026;07:30;16:30;30;
demo-ma-12;02.09.2026;08:00;17:00;30;
demo-ma-12;03.09.2026;07:30;16:30;30;
demo-ma-12;04.09.2026;;;;8
demo-ma-12;07.09.2026;07:30;17:00;30;
demo-ma-12;08.09.2026;08:00;16:30;30;
demo-ma-12;09.09.2026;07:30;16:30;30;
demo-ma-12;10.09.2026;;;;8
demo-ma-12;11.09.2026;07:30;16:30;30;
demo-ma-12;14.09.2026;08:00;16:30;30;
demo-ma-12;15.09.2026;07:30;17:00;30;
demo-ma-12;16.09.2026;;;;8
demo-ma-12;17.09.2026;07:30;16:30;30;
demo-ma-12;18.09.2026;08:00;17:00;30;
